"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"ATPF1A","R1","SRR7910035.523145","SRR7910035.523145",1,"232","331",100,"2","301",98,4.12e-61,203
"ATPF1A","R2","SRR7910035.523145","SRR7910035.523145",1,"277","373",97,"3","293",84.536,3.03e-38,142
"POLIB","R1","SRR7910035.5234192","SRR7910035.5234192",1,"486","542",57,"24","194",56.14,2.14e-12,71.2
"ATOM40","R1","SRR7910035.5238208","SRR7910035.5238208",1,"144","243",100,"1","300",100,1.5e-65,208
"ATPF1A","R1","SRR7910035.5243416","SRR7910035.5243416",1,"519","584",66,"2","199",100,8.93e-38,141
"ATPF1A","R1","SRR7910035.5246364","SRR7910035.5246364",1,"492","584",93,"22","300",100,4.69e-59,197
"ATPF1A","R2","SRR7910035.5246364","SRR7910035.5246364",1,"384","483",100,"1","300",97,1.3e-58,196
"POLIB","R1","SRR7910035.5247763","SRR7910035.5247763",1,"214","304",91,"3","275",98.901,2.18e-54,191
"POLIB","R2","SRR7910035.5247763","SRR7910035.5247763",1,"214","304",91,"1","273",98.901,1.1e-53,189
"POLIB","R1","SRR7910035.5248335","SRR7910035.5248335",1,"1267","1367",101,"1","285",42.574,1.51e-19,91.7
"POLIB","R1","SRR7910035.5248969","SRR7910035.5248969",1,"387","486",100,"1","300",100,1.67e-60,208
"POLIB","R2","SRR7910035.5248969","SRR7910035.5248969",1,"360","458",99,"3","299",98.99,9.05e-59,203
"ATPF1A","R1","SRR7910035.5249224","SRR7910035.5249224",1,"515","584",70,"91","300",100,1.74e-41,151
"ATPF1A","R2","SRR7910035.5249224","SRR7910035.5249224",1,"397","495",99,"3","299",97.98,3.95e-58,195
"ATPF1A","R1","SRR7910035.5249239","SRR7910035.5249239",1,"523","584",62,"1","186",100,4.15e-35,134
"TAC102","R1","SRR7910035.525130","SRR7910035.525130",1,"886","951",66,"3","200",100,1.43e-27,114
"POLIB","R1","SRR7910035.5251690","SRR7910035.5251690",1,"967","1066",100,"2","301",100,4.61e-60,207
"POLIB","R2","SRR7910035.5251690","SRR7910035.5251690",1,"878","976",99,"3","299",98.99,3.5e-57,199
"ATPF1B","R2","SRR7910035.5251870","SRR7910035.5251870",1,"1","77",77,"2","232",100,2.85e-42,152
"POLIB","R1","SRR7910035.525505","SRR7910035.525505",1,"412","511",100,"2","301",100,1.27e-62,214
"POLIB","R2","SRR7910035.525505","SRR7910035.525505",1,"510","608",99,"3","299",95.96,7.27e-58,201
"ATPF1A","R1","SRR7910035.5280232","SRR7910035.5280232",1,"449","547",99,"3","299",100,1.26e-63,210
"ATPF1A","R2","SRR7910035.5280232","SRR7910035.5280232",1,"393","491",99,"2","298",94.949,1.05e-55,189
"POLIB","R1","SRR7910035.5284653","SRR7910035.5284653",1,"1","55",55,"3","167",100,2.1e-28,117
"POLIB","R1","SRR7910035.5286148","SRR7910035.5286148",1,"1134","1227",94,"2","286",36.842,1.43e-12,72
"ATPF1A","R1","SRR7910035.5289096","SRR7910035.5289096",1,"265","363",99,"3","299",100,3.33e-63,209
"ATPF1A","R2","SRR7910035.5289096","SRR7910035.5289096",1,"138","234",97,"1","291",84.536,7.14e-46,163
"POLIB","R1","SRR7910035.5294909","SRR7910035.5294909",1,"721","819",99,"2","298",100,2.39e-59,205
"POLIB","R2","SRR7910035.5294909","SRR7910035.5294909",1,"756","853",98,"3","296",95.918,6.02e-55,192
"TAC102","R1","SRR7910035.52969","SRR7910035.52969",1,"333","431",99,"3","299",98.99,1.6e-57,199
"TAC102","R2","SRR7910035.52969","SRR7910035.52969",1,"381","480",100,"1","300",96,1.65e-54,190
"ATPF1B","R1","SRR7910035.5297046","SRR7910035.5297046",1,"194","292",99,"3","299",95.96,6.9e-60,198
"ATPF1B","R2","SRR7910035.5297046","SRR7910035.5297046",1,"94","174",81,"3","245",77.778,3.44e-31,122
"ATPF1A","R1","SRR7910035.5297631","SRR7910035.5297631",1,"199","298",100,"1","300",100,5.04e-61,203
"ATPF1A","R2","SRR7910035.5297631","SRR7910035.5297631",1,"111","210",100,"1","300",98,3.04e-59,198
"POLIB","R1","SRR7910035.5297943","SRR7910035.5297943",1,"1096","1191",96,"7","300",48.98,4.58e-20,93.2
"POLIB","R2","SRR7910035.5297943","SRR7910035.5297943",1,"1086","1161",76,"20","241",50.649,1.1e-14,77.8
"ATPF1A","R1","SRR7910035.5304524","SRR7910035.5304524",1,"3","101",99,"3","299",98.99,5.4e-35,133
"ATPF1A","R2","SRR7910035.5304524","SRR7910035.5304524",1,"142","224",83,"2","250",92.771,1.54e-42,154
"ATPF1B","R2","SRR7910035.5307094","SRR7910035.5307094",1,"425","492",68,"1","204",88.235,1.64e-31,123
"ATPF1A","R1","SRR7910035.5307585","SRR7910035.5307585",1,"42","123",82,"2","247",98.78,4.23e-48,169
"ATPF1A","R2","SRR7910035.5307585","SRR7910035.5307585",1,"529","584",56,"2","169",98.214,3.62e-30,120
"ATPF1A","R1","SRR7910035.5313278","SRR7910035.5313278",1,"452","550",99,"3","299",98.99,1.12e-62,207
"ATPF1A","R2","SRR7910035.5313278","SRR7910035.5313278",1,"369","468",100,"2","298",93,3.01e-52,180
"ATPF1G","R1","SRR7910035.5313796","SRR7910035.5313796",1,"23","120",98,"2","295",97.959,9.31e-63,199
"ATPF1G","R2","SRR7910035.5313796","SRR7910035.5313796",1,"46","144",99,"3","299",93.939,2.25e-61,196
"POLIB","R1","SRR7910035.5314796","SRR7910035.5314796",1,"1099","1191",93,"7","291",49.474,1.16e-19,92
"ATPF1A","R1","SRR7910035.5317970","SRR7910035.5317970",1,"180","278",99,"3","299",100,7.38e-60,200
"ATPF1A","R2","SRR7910035.5317970","SRR7910035.5317970",1,"123","222",100,"2","301",94,1.42e-54,186
"POLIB","R1","SRR7910035.5318010","SRR7910035.5318010",1,"123","221",99,"3","299",98.99,2.68e-58,202
"POLIB","R2","SRR7910035.5318010","SRR7910035.5318010",1,"50","149",100,"1","300",94,6.51e-57,198
"POLIB","R1","SRR7910035.5320942","SRR7910035.5320942",1,"470","568",99,"1","297",98.99,5.59e-62,213
"POLIB","R2","SRR7910035.5320942","SRR7910035.5320942",1,"585","684",100,"2","301",81,9.29e-45,163
"ATPF1B","R1","SRR7910035.532099","SRR7910035.532099",1,"4","103",100,"1","300",98,3.5e-58,194
"ATPF1B","R2","SRR7910035.532099","SRR7910035.532099",1,"74","172",99,"2","298",82.828,2.23e-46,163
"ATPF1G","R1","SRR7910035.5323599","SRR7910035.5323599",1,"1","93",93,"21","299",93.548,3.86e-55,180
"ATPF1G","R2","SRR7910035.5323599","SRR7910035.5323599",1,"108","206",99,"3","299",88.889,4.5e-56,182
"TAC102","R1","SRR7910035.5327292","SRR7910035.5327292",1,"578","648",71,"87","299",94.366,6.84e-36,137
"TAC102","R2","SRR7910035.5327292","SRR7910035.5327292",1,"509","605",97,"2","292",90.722,1.15e-48,174
"ATPF1A","R1","SRR7910035.5328939","SRR7910035.5328939",1,"321","419",99,"3","299",98.99,1.67e-59,199
"ATPF1A","R2","SRR7910035.5328939","SRR7910035.5328939",1,"294","393",100,"2","301",92,1.29e-57,194
"POLIB","R1","SRR7910035.5330951","SRR7910035.5330951",1,"486","567",82,"44","292",48.193,3.99e-16,82
"ATPF1G","R2","SRR7910035.5331099","SRR7910035.5331099",1,"263","305",43,"3","131",97.674,1.73e-19,87.8
"ATPF1B","R2","SRR7910035.5332625","SRR7910035.5332625",1,"32","126",95,"2","286",72.632,7.33e-34,129
"POLIB","R1","SRR7910035.5335769","SRR7910035.5335769",1,"353","452",100,"1","300",99,6.41e-60,207
"POLIB","R2","SRR7910035.5335769","SRR7910035.5335769",1,"300","398",99,"3","299",94.949,6.14e-57,198
"ATPF1A","R1","SRR7910035.5336315","SRR7910035.5336315",1,"206","304",99,"3","299",97.98,1.53e-59,199
"ATPF1A","R2","SRR7910035.5336315","SRR7910035.5336315",1,"178","275",98,"2","295",87.755,6.89e-48,168
"ATPF1A","R1","SRR7910035.5336510","SRR7910035.5336510",1,"189","288",100,"2","301",98,1.17e-57,194
"ATPF1A","R2","SRR7910035.5336510","SRR7910035.5336510",1,"338","435",98,"3","296",80.612,5.13e-42,152
"POLIB","R1","SRR7910035.5342577","SRR7910035.5342577",1,"135","234",100,"2","301",98,1.52e-59,206
"POLIB","R2","SRR7910035.5342577","SRR7910035.5342577",1,"110","209",100,"2","301",85,9.55e-47,169
"ATPF1A","R1","SRR7910035.5346008","SRR7910035.5346008",1,"133","232",100,"1","300",94,7.37e-54,184
"ATPF1A","R2","SRR7910035.5346008","SRR7910035.5346008",1,"72","168",97,"3","293",77.32,4e-38,142
"ATPF1A","R1","SRR7910035.5348021","SRR7910035.5348021",1,"299","398",100,"1","300",95,1.21e-58,197
"ATPF1A","R2","SRR7910035.5348021","SRR7910035.5348021",1,"325","422",98,"2","295",84.694,2.67e-44,159
"ATPF1A","R2","SRR7910035.5349482","SRR7910035.5349482",1,"1","84",84,"1","252",82.143,4.12e-20,92
"ATPF1A","R2","SRR7910035.5351529","SRR7910035.5351529",1,"102","200",99,"1","297",82.828,4.07e-45,161
"ATPF1A","R1","SRR7910035.5355393","SRR7910035.5355393",1,"332","430",99,"3","299",97.98,1.29e-57,194
"ATPF1A","R2","SRR7910035.5355393","SRR7910035.5355393",1,"400","499",100,"2","301",80,2.67e-44,159
"ATPF1A","R2","SRR7910035.5356371","SRR7910035.5356371",1,"448","547",100,"1","300",92,4.01e-57,192
"ATPF1A","R1","SRR7910035.5356594","SRR7910035.5356594",1,"147","246",100,"2","301",97,4.76e-56,190
"ATPF1A","R2","SRR7910035.5356594","SRR7910035.5356594",1,"258","351",94,"2","286",77.895,2.11e-39,145
"ATPF1A","R2","SRR7910035.5357794","SRR7910035.5357794",1,"42","105",64,"1","192",98.438,1.71e-34,132
"TAC102","R1","SRR7910035.5364663","SRR7910035.5364663",1,"195","292",98,"1","294",95.918,1.39e-54,190
"TAC102","R2","SRR7910035.5364663","SRR7910035.5364663",1,"338","436",99,"3","299",93.939,4.57e-54,189
"TAC102","R1","SRR7910035.5366339","SRR7910035.5366339",1,"33","132",100,"1","300",99,1.64e-59,204
"TAC102","R2","SRR7910035.5366339","SRR7910035.5366339",1,"126","225",100,"1","300",89,1.46e-41,154
"POLIB","R1","SRR7910035.5367184","SRR7910035.5367184",1,"1240","1316",77,"3","224",41.558,2.67e-11,68.2
"POLIB","R1","SRR7910035.5369410","SRR7910035.5369410",1,"467","542",76,"3","296",39.796,1.43e-11,68.9
"ATPF1A","R1","SRR7910035.5371392","SRR7910035.5371392",1,"204","301",98,"1","294",94.898,1.33e-49,173
"ATPF1A","R2","SRR7910035.5371392","SRR7910035.5371392",1,"243","337",95,"3","287",77.895,6.3e-39,144
"POLIB","R1","SRR7910035.5372033","SRR7910035.5372033",1,"76","173",98,"1","294",97.959,1.22e-57,200
"POLIB","R2","SRR7910035.5372033","SRR7910035.5372033",1,"192","290",99,"1","297",93.939,6.73e-56,195
"ATPF1A","R1","SRR7910035.537259","SRR7910035.537259",1,"59","158",100,"2","301",99,1.29e-59,199
"ATPF1A","R2","SRR7910035.537259","SRR7910035.537259",1,"155","253",99,"2","298",86.869,8.43e-46,162
"TAC102","R2","SRR7910035.5372805","SRR7910035.5372805",1,"839","933",95,"3","287",90.526,7.2e-53,186
"POLIB","R2","SRR7910035.5373546","SRR7910035.5373546",1,"1311","1404",94,"2","283",95.745,4.36e-52,184
"ATPF1A","R1","SRR7910035.5377746","SRR7910035.5377746",1,"319","417",99,"3","299",98.99,1e-58,197
"ATPF1A","R2","SRR7910035.5377746","SRR7910035.5377746",1,"284","383",100,"2","301",90,4.33e-55,187
"ATOM40","R1","SRR7910035.5379148","SRR7910035.5379148",1,"157","255",99,"1","297",100,3.7e-66,209
"ATOM40","R2","SRR7910035.5379148","SRR7910035.5379148",1,"69","167",99,"3","299",80.808,9.35e-33,124
"POLIB","R1","SRR7910035.538073","SRR7910035.538073",1,"159","257",99,"2","298",100,1.48e-59,206
"POLIB","R2","SRR7910035.538073","SRR7910035.538073",1,"117","215",99,"3","299",96.97,7.53e-57,198
"ATPF1A","R1","SRR7910035.538249","SRR7910035.538249",1,"120","200",81,"2","244",100,8.63e-47,164
"ATPF1A","R2","SRR7910035.538249","SRR7910035.538249",1,"120","200",81,"1","243",100,8.63e-47,164
"ATPF1A","R1","SRR7910035.538264","SRR7910035.538264",1,"117","216",100,"2","301",97,7.67e-58,194
"ATPF1A","R2","SRR7910035.538264","SRR7910035.538264",1,"45","144",100,"2","301",90,3.99e-51,177
"ATPF1A","R1","SRR7910035.5387795","SRR7910035.5387795",1,"288","386",99,"2","298",95.96,1.25e-59,199
"ATPF1A","R2","SRR7910035.5387795","SRR7910035.5387795",1,"374","469",96,"3","290",78.125,1.64e-42,154
"ATPF1A","R1","SRR7910035.5389735","SRR7910035.5389735",1,"1","77",77,"70","300",97.403,1.2e-18,88.2
"ATPF1A","R2","SRR7910035.5389735","SRR7910035.5389735",1,"58","142",85,"3","257",84.706,6.82e-32,125
"TAC102","R1","SRR7910035.5391032","SRR7910035.5391032",1,"112","211",100,"2","301",100,2.5e-51,181
"TAC102","R2","SRR7910035.5391032","SRR7910035.5391032",1,"61","159",99,"3","299",94.949,6.15e-54,189
"ATPF1G","R1","SRR7910035.5392360","SRR7910035.5392360",1,"1","67",67,"99","299",100,3.67e-38,136
"ATPF1G","R2","SRR7910035.5392360","SRR7910035.5392360",1,"51","149",99,"3","299",90.909,1.17e-58,189
"ATPF1B","R1","SRR7910035.5393948","SRR7910035.5393948",1,"131","229",99,"2","298",98.99,9.27e-48,167
"ATPF1B","R2","SRR7910035.5393948","SRR7910035.5393948",1,"62","158",97,"1","291",87.629,1.05e-49,172
"TAC102","R1","SRR7910035.5401363","SRR7910035.5401363",1,"133","231",99,"1","297",94.949,2.71e-45,164
"TAC102","R2","SRR7910035.5401363","SRR7910035.5401363",1,"229","327",99,"2","298",84.848,6e-47,169
"ATPF1A","R1","SRR7910035.5402973","SRR7910035.5402973",1,"8","106",99,"3","299",100,2.71e-37,140
"ATPF1A","R2","SRR7910035.5402973","SRR7910035.5402973",1,"81","180",100,"2","301",94,2.19e-56,191
"ATPF1A","R1","SRR7910035.5403140","SRR7910035.5403140",1,"139","238",100,"1","300",96,4.15e-55,187
"ATPF1A","R2","SRR7910035.5403140","SRR7910035.5403140",1,"90","187",98,"3","296",84.694,1.28e-46,165
"ATPF1G","R1","SRR7910035.5403274","SRR7910035.5403274",1,"177","275",99,"3","299",98.99,2.61e-63,201
"ATPF1G","R2","SRR7910035.5403274","SRR7910035.5403274",1,"178","276",99,"2","298",94.949,4.8e-59,190
"POLIB","R1","SRR7910035.5403878","SRR7910035.5403878",1,"76","174",99,"2","298",100,2.7e-60,207
"POLIB","R2","SRR7910035.5403878","SRR7910035.5403878",1,"1","100",100,"2","301",99,5.57e-61,209
"POLIB","R1","SRR7910035.5404919","SRR7910035.5404919",1,"1131","1225",95,"1","285",100,9.69e-58,200
"POLIB","R2","SRR7910035.5404919","SRR7910035.5404919",1,"1131","1225",95,"1","285",92.632,4.83e-51,181
"ATPF1A","R1","SRR7910035.5405979","SRR7910035.5405979",1,"553","584",32,"204","299",100,4.03e-12,69.3
"ATPF1A","R2","SRR7910035.5405979","SRR7910035.5405979",1,"487","584",98,"1","294",98.98,1.43e-61,204
"ATPF1A","R1","SRR7910035.540917","SRR7910035.540917",1,"413","511",99,"3","299",98.99,1.85e-60,201
"ATPF1A","R2","SRR7910035.540917","SRR7910035.540917",1,"533","584",52,"142","297",92.308,6.57e-24,102
"POLIB","R1","SRR7910035.5409258","SRR7910035.5409258",1,"501","599",99,"3","299",93.939,2.78e-56,196
"POLIB","R2","SRR7910035.5409258","SRR7910035.5409258",1,"335","425",91,"1","273",78.022,7.88e-39,146
"POLIB","R1","SRR7910035.5409992","SRR7910035.5409992",1,"206","305",100,"1","300",98,2.56e-59,205
"POLIB","R2","SRR7910035.5409992","SRR7910035.5409992",1,"355","454",100,"1","300",96,7.56e-58,201
"ATPF1A","R1","SRR7910035.5411668","SRR7910035.5411668",1,"550","584",35,"197","301",100,1.89e-14,76.3
"ATPF1A","R2","SRR7910035.5411668","SRR7910035.5411668",1,"444","542",99,"3","299",91.919,4.06e-57,192
"ATPF1G","R1","SRR7910035.5414286","SRR7910035.5414286",1,"136","235",100,"1","300",99,1.12e-65,207
"ATPF1G","R2","SRR7910035.5414286","SRR7910035.5414286",1,"168","266",99,"3","299",97.98,8.57e-62,197
"ATOM40","R1","SRR7910035.5418137","SRR7910035.5418137",1,"224","323",100,"1","300",98,5.87e-61,196
"ATOM40","R2","SRR7910035.5418137","SRR7910035.5418137",1,"184","283",100,"2","301",67,4.21e-31,119
"TAC102","R1","SRR7910035.5419198","SRR7910035.5419198",1,"758","856",99,"3","299",98.99,2.86e-38,144
"TAC102","R2","SRR7910035.5419198","SRR7910035.5419198",1,"733","789",57,"79","249",94.737,7.23e-24,103
"ATPF1G","R1","SRR7910035.5419343","SRR7910035.5419343",1,"25","123",99,"1","297",98.99,5.3e-65,205
"ATPF1G","R2","SRR7910035.5419343","SRR7910035.5419343",1,"75","173",99,"3","299",95.96,2.59e-64,203
"TAC102","R1","SRR7910035.5422771","SRR7910035.5422771",1,"733","789",57,"59","229",96.491,4.76e-25,107
"ATPF1A","R1","SRR7910035.5424620","SRR7910035.5424620",1,"126","224",99,"1","297",96.97,7.13e-58,194
"ATPF1A","R2","SRR7910035.5424620","SRR7910035.5424620",1,"291","387",97,"1","291",75.258,4.45e-39,144
"POLIB","R1","SRR7910035.5431024","SRR7910035.5431024",1,"1086","1180",95,"15","296",44.33,1.47e-15,80.5
"ATPF1G","R1","SRR7910035.5432493","SRR7910035.5432493",1,"185","283",99,"3","299",98.99,1.89e-61,196
"POLIB","R2","SRR7910035.5433121","SRR7910035.5433121",1,"1292","1391",100,"2","301",96,3.73e-58,201
"ATPF1B","R1","SRR7910035.5435474","SRR7910035.5435474",1,"352","450",99,"3","299",100,1.09e-61,203
"ATPF1B","R2","SRR7910035.5435474","SRR7910035.5435474",1,"279","376",98,"2","295",93.878,3.13e-55,186
"TAC102","R1","SRR7910035.5437367","SRR7910035.5437367",1,"737","835",99,"1","297",95.96,1.06e-32,128
"TAC102","R2","SRR7910035.5437367","SRR7910035.5437367",1,"733","812",80,"62","301",80,3.08e-22,99
"TAC102","R1","SRR7910035.5441088","SRR7910035.5441088",1,"1","67",67,"98","298",97.015,1.47e-35,136
"TAC102","R2","SRR7910035.5441088","SRR7910035.5441088",1,"58","156",99,"3","299",97.98,5.49e-57,197
"POLIB","R1","SRR7910035.5445008","SRR7910035.5445008",1,"1086","1167",82,"17","265",48.193,1.97e-17,85.9
"ATPF1A","R1","SRR7910035.5456065","SRR7910035.5456065",1,"358","456",99,"2","298",100,2.31e-58,196
"ATPF1A","R2","SRR7910035.5456065","SRR7910035.5456065",1,"282","381",100,"2","301",91,2.03e-55,188
"POLIB","R1","SRR7910035.5460482","SRR7910035.5460482",1,"604","703",100,"1","300",100,8.05e-61,209
"POLIB","R2","SRR7910035.5460482","SRR7910035.5460482",1,"501","599",99,"2","298",100,1.86e-61,211
"ATPF1G","R1","SRR7910035.5463437","SRR7910035.5463437",1,"210","305",96,"2","289",100,5.32e-61,195
"ATPF1G","R2","SRR7910035.5463437","SRR7910035.5463437",1,"259","305",47,"161","301",93.617,7.46e-21,91.7
"ATOM40","R1","SRR7910035.5465427","SRR7910035.5465427",1,"10","108",99,"3","299",100,1.11e-53,177
"ATOM40","R2","SRR7910035.5465427","SRR7910035.5465427",1,"1","48",48,"156","299",83.333,5.56e-16,79.3
"ATPF1A","R2","SRR7910035.5465753","SRR7910035.5465753",1,"42","117",76,"2","229",100,9.4e-45,160
"ATPF1A","R2","SRR7910035.546653","SRR7910035.546653",1,"42","106",65,"3","197",100,1.23e-36,138
"POLIB","R1","SRR7910035.5467504","SRR7910035.5467504",1,"212","311",100,"1","300",100,2.44e-61,211
"POLIB","R2","SRR7910035.5467504","SRR7910035.5467504",1,"128","226",99,"1","297",95.96,2.11e-55,194
"POLIB","R1","SRR7910035.5468094","SRR7910035.5468094",1,"1263","1349",87,"13","279",43.82,2.8e-18,88.2
"ATPF1A","R1","SRR7910035.546832","SRR7910035.546832",1,"1","77",77,"69","299",100,1.62e-20,93.2
"ATPF1A","R2","SRR7910035.546832","SRR7910035.546832",1,"42","120",79,"3","239",100,8.69e-46,162
"POLIB","R1","SRR7910035.5468629","SRR7910035.5468629",1,"1142","1235",94,"4","282",41.667,5.57e-12,70.1
"ATPF1A","R1","SRR7910035.5473302","SRR7910035.5473302",1,"139","237",99,"3","299",100,2.71e-59,198
"ATPF1A","R2","SRR7910035.5473302","SRR7910035.5473302",1,"200","298",99,"2","298",95.96,2.13e-57,193
"ATPF1B","R1","SRR7910035.5474155","SRR7910035.5474155",1,"24","122",99,"1","297",98.99,1.24e-59,197
"ATPF1B","R2","SRR7910035.5474155","SRR7910035.5474155",1,"1","46",46,"163","300",89.13,9.07e-16,79.7
"ATPF1A","R1","SRR7910035.5475343","SRR7910035.5475343",1,"42","124",83,"3","251",100,1.25e-49,173
"ATPF1A","R2","SRR7910035.5476158","SRR7910035.5476158",1,"420","519",100,"2","301",96,9.42e-60,199
"ATPF1A","R1","SRR7910035.5477924","SRR7910035.5477924",1,"425","524",100,"2","301",100,2.61e-63,209
"ATPF1A","R2","SRR7910035.5477924","SRR7910035.5477924",1,"387","486",100,"2","301",98,3.53e-59,198
"ATPF1A","R1","SRR7910035.54784","SRR7910035.54784",1,"304","402",99,"1","297",98.99,1.81e-59,199
"ATPF1A","R2","SRR7910035.54784","SRR7910035.54784",1,"188","287",100,"1","300",95,9.74e-56,189
"ATOM40","R1","SRR7910035.5478622","SRR7910035.5478622",1,"97","196",100,"1","300",100,2.5e-65,207
"ATOM40","R2","SRR7910035.5478622","SRR7910035.5478622",1,"1","72",72,"49","264",93.056,1.63e-37,136
"ATPF1G","R1","SRR7910035.5479896","SRR7910035.5479896",1,"109","208",100,"1","300",83,2.38e-53,175
"ATPF1G","R2","SRR7910035.5479896","SRR7910035.5479896",1,"16","82",67,"94","294",62.687,3.54e-17,81.6
"POLIB","R2","SRR7910035.5480339","SRR7910035.5480339",1,"1092","1188",97,"3","299",52.525,5.82e-24,104
"POLIB","R1","SRR7910035.5483574","SRR7910035.5483574",1,"158","257",100,"1","300",98,1.65e-58,202
"POLIB","R2","SRR7910035.5483574","SRR7910035.5483574",1,"85","184",100,"1","300",99,5.88e-60,207
"POLIB","R1","SRR7910035.5489727","SRR7910035.5489727",1,"191","290",100,"1","300",99,2.43e-60,208
"POLIB","R2","SRR7910035.5489727","SRR7910035.5489727",1,"324","422",99,"1","297",97.98,1.06e-59,206
"ATPF1A","R1","SRR7910035.5489857","SRR7910035.5489857",1,"523","584",62,"2","187",100,4.15e-35,134
"TAC102","R1","SRR7910035.5490736","SRR7910035.5490736",1,"808","888",81,"56","298",100,1.53e-48,173
"ATPF1A","R1","SRR7910035.5493157","SRR7910035.5493157",1,"133","232",100,"2","301",100,5.05e-60,200
"ATPF1A","R2","SRR7910035.5493157","SRR7910035.5493157",1,"42","111",70,"86","295",70,1.02e-21,96.7
"TAC102","R1","SRR7910035.5493248","SRR7910035.5493248",1,"390","489",100,"2","301",99,2.24e-58,201
"TAC102","R2","SRR7910035.5493248","SRR7910035.5493248",1,"432","530",99,"3","299",97.98,2.24e-58,201
"ATPF1A","R2","SRR7910035.5496234","SRR7910035.5496234",1,"42","113",72,"1","216",98.611,1.25e-40,149
"ATPF1A","R1","SRR7910035.5497882","SRR7910035.5497882",1,"148","247",100,"1","300",99,1.32e-59,199
"ATPF1A","R2","SRR7910035.5497882","SRR7910035.5497882",1,"69","166",98,"3","296",88.776,8.33e-49,171
"ATOM40","R1","SRR7910035.5498161","SRR7910035.5498161",1,"117","216",100,"1","300",100,4.12e-66,209
"ATOM40","R2","SRR7910035.5498161","SRR7910035.5498161",1,"70","169",100,"2","301",99,1.22e-54,180
"ATPF1A","R1","SRR7910035.5501851","SRR7910035.5501851",1,"1","65",65,"1","195",100,4.87e-11,66.2
"ATPF1G","R1","SRR7910035.5505393","SRR7910035.5505393",1,"117","216",100,"2","301",98,2.89e-66,208
"ATPF1G","R2","SRR7910035.5505393","SRR7910035.5505393",1,"181","280",100,"1","300",97,1.41e-61,196
"ATPF1A","R1","SRR7910035.5506206","SRR7910035.5506206",1,"323","421",99,"1","297",91.919,9.62e-53,181
"ATPF1A","R2","SRR7910035.5506206","SRR7910035.5506206",1,"170","263",94,"5","286",50,4.81e-19,89
"TAC102","R1","SRR7910035.5506856","SRR7910035.5506856",1,"768","866",99,"3","299",97.98,3.41e-38,144
"ATPF1A","R1","SRR7910035.5510536","SRR7910035.5510536",1,"68","167",100,"2","301",100,7.14e-61,202
"ATPF1A","R2","SRR7910035.5510536","SRR7910035.5510536",1,"1","88",88,"37","300",97.727,1.02e-25,108
"POLIB","R1","SRR7910035.5514359","SRR7910035.5514359",1,"1327","1404",78,"1","234",100,2.15e-42,157
"ATPF1A","R1","SRR7910035.5515351","SRR7910035.5515351",1,"42","134",93,"3","281",100,6.72e-57,192
"ATPF1A","R2","SRR7910035.5515351","SRR7910035.5515351",1,"1","70",70,"90","299",100,6.75e-15,77.4
"POLIB","R1","SRR7910035.5515937","SRR7910035.5515937",1,"1086","1177",92,"17","298",53.191,5.49e-25,107
"TAC102","R1","SRR7910035.5518590","SRR7910035.5518590",1,"435","533",99,"3","299",100,3.83e-59,203
"TAC102","R2","SRR7910035.5518590","SRR7910035.5518590",1,"472","570",99,"3","299",87.879,1.79e-48,173
"ATPF1B","R1","SRR7910035.5519665","SRR7910035.5519665",1,"277","375",99,"3","299",92.929,1.62e-54,184
"ATPF1B","R2","SRR7910035.5519665","SRR7910035.5519665",1,"190","268",79,"54","290",83.544,4.9e-36,135
"ATPF1B","R2","SRR7910035.5520050","SRR7910035.5520050",1,"378","476",99,"3","299",96.97,1.63e-58,195
"ATPF1G","R1","SRR7910035.5520055","SRR7910035.5520055",1,"1","48",48,"2","145",100,1.37e-23,99
"ATOM40","R1","SRR7910035.5523457","SRR7910035.5523457",1,"83","177",95,"1","285",100,4.8e-60,194
"ATOM40","R2","SRR7910035.5523457","SRR7910035.5523457",1,"22","119",98,"1","294",95.918,1.06e-50,170
"TAC102","R1","SRR7910035.5530541","SRR7910035.5530541",1,"808","903",96,"3","290",100,1.17e-58,202
"TAC102","R2","SRR7910035.5530541","SRR7910035.5530541",1,"735","834",100,"2","301",96,7.96e-33,129
"ATPF1A","R1","SRR7910035.5530828","SRR7910035.5530828",1,"42","116",75,"2","226",100,4.66e-44,158
"ATPF1A","R2","SRR7910035.5530828","SRR7910035.5530828",1,"1","70",70,"90","299",95.714,1.11e-12,70.9
"POLIB","R1","SRR7910035.5535743","SRR7910035.5535743",1,"175","274",100,"1","300",97,1.24e-59,206
"POLIB","R2","SRR7910035.5535743","SRR7910035.5535743",1,"102","201",100,"2","301",75,7.88e-39,146
"ATPF1A","R1","SRR7910035.5536108","SRR7910035.5536108",1,"354","453",100,"1","300",100,4.84e-59,197
"ATPF1A","R2","SRR7910035.5536108","SRR7910035.5536108",1,"230","326",97,"1","291",86.598,2.23e-47,167
"ATPF1A","R2","SRR7910035.5536642","SRR7910035.5536642",1,"42","112",71,"3","215",95.775,1.58e-37,140
"ATPF1A","R1","SRR7910035.553818","SRR7910035.553818",1,"540","584",45,"165","299",100,3.61e-22,98.2
"ATPF1A","R2","SRR7910035.553818","SRR7910035.553818",1,"485","584",100,"1","300",97,3.5e-62,206
